Time,Well,RFUs,Well_Type,Energy_Solution,Lysate_Owner,Plate_Reader_Protocol,Plate_Reader,Reaction_Temp_C,Gain,Date,GFP_uM,Calibration_Model,Mini Growth Time,Midi OD600,Midi Growth Time,Maxi Growth Time,Total Culture Volume ,Harvest OD600,Cell Pellet Mass,S30A Volume Added,Freeze Speed,Thaw time,Pellet Mass : S30A Vol. Ratio,Total Resuspension Volume,Sonication Vessel Volume,Sonication Aliquot Volume,Pellet Mass : S30A Vol. Ratio at Sonication,Sonication Programme,Clarified S30 Extract Volume,S12 Extract Clarity,Lysate_Inventory_Record,RFUs_Baseline_Subtracted
70,C3,840,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.707601271947442,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,823
72,C3,925,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.755128877954139,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,905
74,C3,989,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.789674726812143,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,968
76,C3,1055,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.825661478573125,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1037
78,C3,1112,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.851572348340498,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1089
80,C3,1182,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.886296802463371,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1162
82,C3,1249,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.918777887647416,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1234
84,C3,1311,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.942911738053496,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1290
86,C3,1404,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.983363758364564,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1389
88,C3,1481,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.01267971179527,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1465
90,C3,1544,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.03559608527467,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1527
92,C3,1594,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.05171823949857,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1572
94,C3,1664,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.07636781738126,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1643
96,C3,1715,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.09320699685278,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1693
98,C3,1788,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.11680027998673,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1765
100,C3,1884,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.15006835234934,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1870
102,C3,1929,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.16369247774444,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1914
104,C3,1996,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.18447683088824,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,1982
106,C3,2038,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.19386852896019,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2013
108,C3,2098,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.21555402447053,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2085
110,C3,2155,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.23266428063504,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2142
112,C3,2216,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.25039687403229,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2201
114,C3,2252,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.26065361578406,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2235
116,C3,2331,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.28560223844389,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2317
118,C3,2359,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.29298179339743,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2341
120,C3,2443,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.32045257969965,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2429
122,C3,2436,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.31792455308136,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2421
124,C3,2508,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.33996733292941,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2490
126,C3,2578,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.36362302662886,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2562
128,C3,2590,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.36730409059075,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2573
130,C3,2630,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.38119637301627,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2614
132,C3,2679,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.39783010414534,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2662
134,C3,2678,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.39747925936769,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2661
136,C3,2764,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.42690766477362,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2743
138,C3,2762,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.42360974583554,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2734
140,C3,2791,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.4395276676168,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2777
142,C3,2844,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.45356316968227,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2814
144,C3,2846,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.45895953126954,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2828
146,C3,2851,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.46089850863494,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2833
148,C3,2893,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.47504576924285,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2869
150,C3,2943,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.49690821910004,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2923
152,C3,2976,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.51278063956729,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2961
154,C3,2991,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.52044628272396,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2979
156,C3,2959,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.50562844448724,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2944
158,C3,3059,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.55210330453589,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3051
160,C3,3012,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.52561069239464,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,2991
162,C3,3063,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.5503014674589,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3047
164,C3,3072,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.55481584487392,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3057
166,C3,3058,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.54805647008338,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3042
168,C3,3087,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.56164902717589,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3072
170,C3,3060,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.54805647008338,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3042
172,C3,3122,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.57835690316346,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3108
174,C3,3102,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.56855720412435,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3087
176,C3,3123,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.57647863042473,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3104
178,C3,3142,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.58024071145922,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3112
180,C3,3148,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.59166106858076,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3136
182,C3,3140,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.5864015904349,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3125
184,C3,3128,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.57741707625644,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3106
186,C3,3140,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.5864015904349,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3125
188,C3,3161,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.59987420584888,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3153
190,C3,3139,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.58783175044445,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3128
192,C3,3177,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.60230965611651,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3158
194,C3,3117,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.57227263953989,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3095
196,C3,3133,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.58071253110203,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3113
198,C3,3148,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.5892650875187,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3131
200,C3,3163,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.59696360108433,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3147
202,C3,3168,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.59696360108433,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3147
204,C3,3156,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.5931029242577,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3139
206,C3,3138,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.58355076362155,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3119
208,C3,3164,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.60084729809138,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3155
210,C3,3175,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.60426455829115,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3162
212,C3,3142,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.58783175044445,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3128
214,C3,3194,s70_GFP_uM,Lysate_Characterisation_1,Christoph Wagner,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,1.6126383111229,GFP_uM_Polynomial_Sarah_Oct_22,8,5.5515,8,3.16,1.6,2.14,8.83,22.075,Fast Freeze (Liquid Nitrogen),10,2.5X,30,,5 mL,,,15,Clear,Lysate_004,3179
